Postcode,A,B,C,D,E,F,G,H,I,J,K,L,M,N,A01,A02,A03,A04,B05,B06,B07,C08,C09,C10,D11,D12,D13,E14,E15,E16,F17,F18,F19,G20,G21,G22,G23,H24,H25,H26,H27,I28,I29,I30,J31,J32,J33,J34,K35,K36,K37,L38,L39,L40,L41,L42,M43,M44,M45,M46,M47,N48,N49,N50,N51
6304,,,,5,,,,126,16,9,1,79,54,1010,,,,,,,,,,,,,5,,,,,,,,,,,,,,126,2,,14,,,,9,,1,,,,79,,,,,2,,52,176,193,549,92
6306,,,,1,,,,37,,25,,,11,799,,,,,,,,,,,,,1,,,,,,,,,,,,,,37,,,,,,,25,,,,,,,,,,,,,11,17,251,249,282
6308,,,,,,,,92,,15,,5,21,995,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,15,,,,5,,,,,,,,,21,41,359,168,427
6309,,,,,,,,22,1,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,1,,,,,,,,,,,,,,,,,,5,78,77,82
6311,,,,,,,,37,1,5,,2,13,476,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,1,,,,5,,,,,,2,,,,,,,13,112,101,224,39
6312,,,,3,2,,,515,226,781,,279,356,459,,,,,,,,,,,,,3,,,2,,,,,,,,,,,515,3,1,222,,,,781,,,,246,,6,,27,,3,5,,348,158,188,52,61
6313,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,87,18,11
6315,,,,2,,,,78,13,40,,6,21,951,,,,,,,,,,,,,2,,,,,,,,,,,,,,78,,,13,,,,40,,,,6,,,,,,,,,21,45,323,101,482
6316,,,,,,,,2,,46,,,1,351,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,46,,,,,,,,,,,,,1,10,138,31,172
6317,,,,4,,,,86,94,990,,198,90,369,,,,,,,,,,,,,4,,,,,,,,,,,,,,86,,,94,,,1,989,,,,198,,,,,,1,1,,88,73,233,34,29
6318,,,,,,,,32,1,11,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,1,,,,11,,,,,,,,,,,,,,35,175,219,163
6320,,,,,,,,2,,4,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,7,207,55,243
6321,,,,,,,,2,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5,168,103,67
6322,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,122,57,38
6323,,,,1,,,,37,,12,,15,32,692,,,,,,,,,,,,,1,,,,,,,,,,,,,,37,,,,,,,12,,,,,,15,,,,,,,32,220,76,310,86
6324,,,,3,,,,137,68,37,,223,85,1214,,,,,,,,,,,,,3,,,,,,,,,,,,,,137,,,68,,,,37,,,,207,,16,,,,1,,,84,601,254,300,59
6326,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,18,33,
6327,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,5,21,
6328,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,76,46,
6330,,373,,2034,424,,56,2217,5549,11,54,2553,2181,2964,,,,,,,373,,,,2,,2032,,17,407,,,,,,56,,90,41,,2086,271,13,5265,,,5,6,,54,,1765,,788,,,,548,729,214,690,2818,4,142,
6333,,,,791,10,,,340,492,1,,216,185,1182,,,,,,,,,,,,,791,,3,7,,,,,,,,1,,,339,13,,479,,,,1,,,,145,,71,,,,50,102,,33,912,7,256,7
6335,,,,,,,,10,6,,,,1,245,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,6,,,,,,,,,,,,,,,,,1,14,97,86,48
6336,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,178,11,80
6337,,,,,,,,13,,,,,1,345,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,1,9,193,33,110
6338,,,,5,1,,,26,,11,3,,10,646,,,,,,,,,,,,,5,,1,,,,,,,,,,,,26,,,,11,,,,,3,,,,,,,,1,9,,,145,153,344,4
6341,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,159,21,58
6343,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,142,41,22
6346,,,,,,,,2,,,,,1,306,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,23,168,91,24
6348,,,,3,,,,73,13,13,3,12,13,353,,,,,,,,,,,,,3,,,,,,,,,,,,,,73,,,13,13,,,,,3,,9,,3,,,,1,8,,4,105,37,211,
6350,,,,,,,,,,2,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,98,,231
6351,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,21
6352,,,,,,,,9,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,82,,101
6353,,,,,,,,20,5,6,,3,4,554,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,5,,,,6,,,,3,,,,,,,,,4,6,229,36,283
6355,,,,,,,,7,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,249,5,137
6356,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,8
6357,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,
6358,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77,,46
6359,,,,,,,,1,1,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,117,19,115
6361,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,36
6363,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,53
6365,,,,,,,,,,8,,,1,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,1,,172,8,297
6367,,,,,,,,,1,39,,,1,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,39,,,,,,,,,,,,,1,1,82,,209
6368,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,
6369,,,,,,,,,1,4,,,1,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,1,,151,7,214
6370,,,,,,,,,,,,,1,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,142,21,241
6372,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,3,93
6373,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69,1,48
6375,,,,,,,,15,10,17,,2,10,588,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,10,,,,17,,,,2,,,,,,,,,10,9,165,43,371
6383,,,,2,,,,1,2,,,,1,526,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,1,4,200,53,269
6384,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
6385,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,1,12
6386,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,51
6390,,,,,2,,,121,118,73,3,110,38,418,,,,,,,,,,,,,,,,2,,,,,,,,,,,121,1,,117,59,,,14,,3,,110,,,,,,,3,,35,259,61,80,18
6391,,,,,,,,15,4,,1,2,13,728,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,4,,,,,,1,,2,,,,,,,,,13,40,337,189,162
6392,,,,,,,,,,,,,1,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,199,79,143
6393,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,6
6394,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,286,11,5
6395,,,,3,,,,91,8,61,,15,31,740,,,,,,,,,,,,,3,,,,,,,,,,,,,,91,,,8,,,,61,,,,13,,2,,,,,,,31,57,319,259,105
6396,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,200,55,4
6397,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,19,3
6398,,,,4,,,,,,,,,,427,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,8,279,
6401,,,,4,69,,,414,512,565,7,1066,461,750,,,,,,,,,,,,,4,,2,67,,,,,,,,,,,414,29,5,478,,,6,559,,7,,1003,,22,,41,,9,21,23,408,459,126,146,19
6403,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,21,26,23
6405,,,,,,,,65,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,2,150,179,77
6407,,,,,,,,85,8,12,,10,48,512,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,8,,,,12,,,,8,,2,,,,,1,,47,10,150,193,159
6409,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,7,203
6410,,,,,,,,21,2,31,,5,3,539,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,2,,,,31,,,,5,,,,,,,,,3,7,73,31,428
6411,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,38,20
6412,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
6413,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,5
6414,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,
6415,,,,,1,,,137,66,1268,,74,45,347,,,,,,,,,,,,,,,,1,,,,,,,,,,,137,,,66,,,,1268,,,,74,,,,,,1,,5,39,29,158,9,151
6418,,,,1,,,,10,1,18,,,3,484,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,1,,,,18,,,,,,,,,,,,,3,3,33,25,423
6419,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,46
6420,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,31
6421,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,25
6422,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,43
6423,,,,,,,,,,15,,,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,31,90,1,365
6424,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,18
6425,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,,33
6426,,,,,,,,39,,34,,,1,836,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,7,27,,,,,,,,,,,,,1,5,190,10,631
6427,,,,,,,,63,,,,,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,1,,,1,14,1,115
6428,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,23
6429,,,,,,,,17,1,221,,,3,430,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,1,202,,,19,,,,,,,,,,2,1,,,8,3,17,402
6430,,86,,1,128,,224,105,11,8759,,160,69,146,,,,,38,,48,,,,,,1,40,5,83,,,,,,224,,,20,,85,,,11,8627,,,132,,,,65,,95,,,,,9,,60,75,3,59,9
6431,,,,,,,,10,,20,,,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,20,,,,,,,,,,,,,,1,,,1,1,,74
6432,,,,,,,,90,15,2564,,260,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,15,2343,,,221,,,,179,,81,,,,,,,51,,,3,39
6434,,,,,,,,1,,18,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,18,,,,,,,,,,,,,,,,,,,,2
6436,,,,,,,,1,,183,,53,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,155,,,28,,,,,,53,,,,,,,,2,,1,703
6437,,,,,,,,,,236,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,7,,,,,,,,,,,,,,,,,30
6438,,,,,,,,,,2,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,1,238
6440,,,,,,,,2,,3,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,11,1,1,358
6442,,,,,,,,,,1000,,1,2,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,1,,,,,,,,,2,,,,161
6443,,,,,,,,,,89,,1,1,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,63,,,,,,1,,,,,,,1,10,2,2,650
6445,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
6446,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,18,1
6447,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2,3
6448,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,15,27,
6450,,152,,202,50,,8,565,1589,289,24,1160,533,1311,,,,,,,152,,,,1,,201,,4,46,,,,,,8,,3,,,562,61,6,1522,21,,4,264,,24,,696,,463,,1,,64,133,147,189,701,374,229,7
6460,,,,,,,,9,,1,,1,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,,,,1,,,,,,,,,,11,114,83,288
6461,,,,,,,,7,1,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,82,99,243
6462,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,7,52
6463,,,,,,,,47,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,21,,15
6465,,,,,,,,1,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,21,53,,10
6466,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
6467,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,10
6468,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,42,45
6470,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,51,,
6472,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,125
6473,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,26
6475,,,,,,,,,,13,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,3,132,2,256
6476,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,25
6477,,,,,,,,1,,3,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,75,3,200
6479,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172,5,235
6480,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,
6484,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,,193
6485,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,1,190
6487,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,
6488,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,87
6489,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,63
6490,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,,159
6501,,3,,,91,,,,20,,2,2,3,285,,,,,,,3,,,,,,,,,91,,,,,,,,,,,,6,3,11,,,,,,2,,2,,,,,,2,,,1,285,,,
6502,,,,,,,,8,,,1,,4,664,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,1,,,,,,,,,,,4,602,,62,
6503,,,,,,,,21,123,,,20,20,954,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,123,,,,,,,,20,,,,,,4,1,,15,787,62,105,
6504,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,2,
6505,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,31,,
6506,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,19,5
6507,,,,,,,,,1,,,,1,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,61,145,51,6
6509,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,
6510,,,,,,,,41,17,31,,56,10,582,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,17,,,,31,,,,55,,1,,,,,,,10,36,141,110,295
6511,,,,15,,,,3,,,,,,581,,,,,,,,,,,,,15,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,578,
6512,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,17,5
6513,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,26
6514,,,,20,,,,,,,,,,812,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,792,13
6515,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,139,2,180
6516,,,,168,,,,104,33,,5,33,52,1039,,,,,,,,,,,,,168,,,,,,,,,,,2,,,102,1,,32,,,,,,5,,7,,26,,,,1,31,,20,92,8,939,
6517,,,,,,,,9,,,,,1,338,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,7,28,15,288
6518,,,,,,,,1,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,73,10,233
6519,,,,,,,,2,,6,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,1,186,4,328
6521,,,,1,,,,34,,,,,,319,,,,,,,,,,,,,1,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,65,135,119,
6522,,,,,,,,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,6,378
6525,,,,883,,,,349,142,5,,174,250,661,,,,,,,,,,,,,883,,,,,,,,,,,,,,349,,,142,,,,5,,,,108,,66,,,,12,17,2,219,388,19,251,3
6528,,,,1,,,,,,1,,,,182,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,138,4,33,7
6530,,934,,395,198,,103,2909,3885,1300,73,3800,1839,922,,,,,,,934,,,,2,,393,,5,193,,,,,,103,,4,528,,2377,159,25,3701,1,,3,1296,,73,,1982,,1309,,509,,231,277,202,1129,797,,124,1
6532,,243,,49,386,,,213,597,17,2,59,50,1458,,,,,,,243,,,,,,49,,,386,,,,,,,,,25,,188,19,,578,15,,,2,,2,,59,,,,,,6,6,,38,950,354,125,29
6535,,,,1,5,,,18,2,16,,,3,962,,,,,,,,,,,,,1,,,5,,,,,,,,,,,18,,,2,,,,16,,,,,,,,,,,,,3,131,180,534,117
6536,,,,6,,,7,14,24,1,,144,4,599,,,,,,,,,,,,,6,,,,,,,,,7,,,,,14,,,24,,,,1,,,,1,,143,,,,1,,2,1,5,2,590,2
6537,,,,25,,,,52,2,,1,3,10,491,,,,,,,,,,,,,25,,,,,,,,,,,,,,52,,,2,,,,,,1,,,,3,,,,2,3,,5,6,,484,1
6556,,,,,161,,,6,288,2,,3,2,333,,,,,,,,,,,,,,,6,155,,,,,,,,1,,,5,43,25,220,,,2,,,,,3,,,,,,1,1,,,333,,,
6558,,,,,8,,,8,39,5,8,1,2,183,,,,,,,,,,,,,,,,8,,,,,,,,,,,8,4,1,34,,,5,,,8,,1,,,,,,,2,,,183,,,
6560,,,,,,,,15,4,27,1,147,33,337,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,4,,,3,24,,1,,147,,,,,,,,,33,264,,45,28
6562,,,,,,,,5,3,2,,11,4,534,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,,2,,,,11,,,,,,,,,4,493,,41,
6564,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,35,
6566,,,,3,1,,,32,13,8,,18,29,1401,,,,,,,,,,,,,3,,1,,,,,,,,,,,,32,2,,11,,,,8,,,,18,,,,,,,2,,27,821,,575,5
6567,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,5,
6568,,,,,,,,30,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,52,53,133,12
6569,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,82,84,63
6571,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,24,23
6572,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,34,2
6574,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,
6575,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,55,18,10
6603,,,,,,,,4,7,1,,7,3,518,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,7,,,,1,,,,7,,,,,,,,,3,10,132,71,305
6605,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
6606,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,23,26
6608,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,65,41,25
6609,,,,,2,,1,69,31,19,4,13,19,353,,,,,,,,,,,,,,,2,,,,,,,1,,,,,69,,,31,,,,19,,4,,13,,,,,,,,,19,45,87,76,145
6612,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,24,33
6613,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,36,5
6614,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
6616,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,13
6620,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,,90
6623,,,,,,,,2,,12,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,12,,,,,,,,,,,,,,,134,2,427
6625,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
6627,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
6628,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,
6630,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,117,1,229
6631,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,
6632,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,
6635,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,163
